pl_name,hostname,sy_snum,pl_rade,pl_bmassj,st_spectype,sy_dist,ra,dec
"Kepler-1235 b","Kepler-1235",1,0.79000000,,,540.60400000,284.9030677,43.9540616
"Kepler-1236 b","Kepler-1236",1,2.14000000,,,999.64000000,295.6247375,42.5458739
"Kepler-385 c","Kepler-385",1,3.04000000,,,1432.61000000,294.3385109,50.3365178
"Kepler-518 b","Kepler-518",1,2.11000000,,,337.90100000,287.0900190,41.3737576
"Kepler-549 b","Kepler-549",1,2.57000000,,,635.14500000,283.0228527,47.2611431
"Kepler-1237 b","Kepler-1237",1,2.86000000,,,1064.31000000,295.6292745,44.6905815
"Kepler-1238 b","Kepler-1238",1,1.93000000,,,1632.13000000,297.9057655,40.1628378
"Kepler-1239 b","Kepler-1239",1,2.90000000,,,2140.60000000,293.1273357,42.3200578
"Kepler-1240 b","Kepler-1240",1,1.15000000,,,862.18600000,282.9997682,40.5574322
"Kepler-386 c","Kepler-386",1,1.58000000,,,882.46200000,289.8589165,48.6938077
"Kepler-99 b","Kepler-99",2,1.48000000,0.01900000,,208.36900000,297.3539994,41.3000452
"Kepler-387 b","Kepler-387",1,1.03000000,,,801.05200000,287.7982699,45.6567655
"Kepler-1241 b","Kepler-1241",1,2.63000000,,,968.72200000,294.5762033,38.4569588
"Kepler-1242 b","Kepler-1242",1,2.26000000,,,687.61500000,284.6062174,41.1963440
"Kepler-1243 b","Kepler-1243",1,1.75000000,,,758.17000000,294.0093970,42.8807779
"Kepler-519 b","Kepler-519",2,2.10000000,,,246.61000000,299.3196708,41.3847447
"Kepler-155 c","Kepler-155",1,2.24000000,,,293.49900000,288.4957831,51.0819286
"Kepler-1244 b","Kepler-1244",1,1.35000000,,,1075.81000000,282.3012505,46.5161814
"Kepler-1245 b","Kepler-1245",1,1.44000000,,,805.93600000,290.7443078,43.2607530
"Kepler-1246 b","Kepler-1246",1,1.36000000,,,436.50500000,287.6572346,48.9822053
"Kepler-1247 b","Kepler-1247",1,2.33000000,,,1045.92000000,294.5335974,46.6182365
"Kepler-520 b","Kepler-520",1,1.66000000,,,623.90100000,293.1802903,41.6177408
"Kepler-1838 b","Kepler-1838",1,1.66049425,,,451.24200000,298.9917165,40.1422600
"Kepler-1248 b","Kepler-1248",1,1.18000000,,,593.02600000,288.0592191,51.3544564
"Kepler-388 b","Kepler-388",1,0.81000000,,,,284.8280577,44.6086451
"Kepler-1839 b","Kepler-1839",1,1.94937590,,,1136.60000000,294.2244432,50.0755761
"Kepler-1249 b","Kepler-1249",1,2.38000000,,,1904.54000000,296.8948517,44.3717429
"Kepler-1840 b","Kepler-1840",1,2.77771129,,,513.10700000,298.5948803,41.4359643
"Kepler-1715 b","Kepler-1715",1,4.14042267,,,522.60500000,293.9297337,41.6029048
"Kepler-1841 b","Kepler-1841",1,1.48912557,,,631.70000000,287.7069031,40.6852161
"Kepler-1250 b","Kepler-1250",1,1.92000000,,,2126.85000000,287.7938184,45.9802492
"Kepler-389 b","Kepler-389",1,1.51000000,,,816.55900000,291.9600082,44.9000587
"Kepler-161 c","Kepler-161",1,2.05000000,,,434.63200000,290.5164698,43.0838642
"Kepler-1842 b","Kepler-1842",1,2.35388681,,,923.55100000,286.2516039,42.3784353
"Kepler-1843 b","Kepler-1843",1,2.70909809,,,784.62500000,292.8852302,41.2791690
"Kepler-1251 b","Kepler-1251",1,1.84000000,,,902.20400000,292.1151093,49.2563792
"Kepler-1252 b","Kepler-1252",1,1.67000000,,,648.97900000,298.9503634,46.6928437
"Kepler-1253 b","Kepler-1253",1,1.33000000,,,514.52400000,283.8852196,47.6371507
"Kepler-1254 b","Kepler-1254",1,1.55000000,,,622.81800000,285.1733174,48.7700099
"Kepler-118 b","Kepler-118",1,1.96000000,,,574.22800000,299.2131881,41.4248195
"Kepler-163 b","Kepler-163",1,1.05000000,,,689.81400000,295.0027458,46.9873389
"Kepler-1255 b","Kepler-1255",1,2.32000000,,,1617.07000000,295.2392569,42.7264842
"Kepler-137 c","Kepler-137",1,1.88000000,,,302.97900000,282.1355875,43.0391951
"Kepler-1256 b","Kepler-1256",1,1.49000000,,,891.19200000,291.4742443,44.6834119
"Kepler-1844 b","Kepler-1844",1,3.03648191,,,1804.36000000,292.6903973,37.9345682
"Kepler-1845 b","Kepler-1845",1,2.43836702,,,710.72400000,292.9016226,38.2970320
"Kepler-1257 b","Kepler-1257",1,1.52000000,,,1105.95000000,296.0756231,45.6270165
"Kepler-1258 b","Kepler-1258",1,0.86000000,,,717.55500000,285.4049723,49.9948186
"Kepler-1259 b","Kepler-1259",1,1.43000000,,,805.56200000,297.8414628,46.9676288
"Kepler-1260 b","Kepler-1260",1,1.77000000,,,1734.43000000,295.5912652,42.5552261
"Kepler-164 e","Kepler-164",1,4.24000000,,,890.75800000,287.7808115,47.6298453
"Kepler-1716 b","Kepler-1716",1,2.42476850,,,195.43900000,297.2717207,43.3330644
"Kepler-1261 b","Kepler-1261",1,2.26000000,,,744.29400000,285.2324786,48.8066963
"Kepler-390 b","Kepler-390",2,0.82000000,,,435.27700000,291.6288086,41.2088351
"Kepler-1846 b","Kepler-1846",1,1.76378826,,,374.61500000,294.3909489,44.7629523
"Kepler-1685 b","Kepler-1685",1,2.57673985,,,1141.89000000,296.1882618,43.9368118
"Kepler-139 b","Kepler-139",1,2.94000000,,,391.03800000,282.3919451,43.8894167
"Kepler-1262 b","Kepler-1262",1,1.82000000,,,1054.87000000,288.7718287,42.2131694
"Kepler-1847 b","Kepler-1847",1,2.74516914,,,1693.86000000,296.6014013,44.3252289
"Kepler-1263 b","Kepler-1263",1,1.14000000,,,664.83000000,286.4836260,46.7526182
"KOI-2513.01","KOI-2513",1,2.80224517,23.00000000,,1369.87000000,293.6688776,46.3792321
"Kepler-111 c","Kepler-111",1,7.08407580,0.70000000,,657.22300000,291.6531630,44.6882613
"Kepler-522 b","Kepler-522",1,6.91000000,,,639.23900000,288.1539730,44.0688154
"Kepler-167 d","Kepler-167",2,1.23800000,,,341.90800000,292.6585253,38.3455558
"Kepler-1264 b","Kepler-1264",1,1.18000000,,,801.99300000,289.8844102,45.2115075
"Kepler-1265 b","Kepler-1265",1,1.35000000,,,583.64100000,284.5858364,47.0795646
"Kepler-1266 b","Kepler-1266",1,2.58000000,,,849.31200000,285.8693277,42.7279996
"Kepler-1848 b","Kepler-1848",1,1.40885390,,,309.69600000,299.3814921,45.5920846
"Kepler-1267 b","Kepler-1267",1,3.01000000,,,1379.43000000,299.1695093,43.4410533
"Kepler-1268 b","Kepler-1268",1,2.03000000,,,1840.77000000,287.8384190,43.1531776
"Kepler-1849 b","Kepler-1849",1,2.38685349,,,631.88400000,285.2919300,41.2557275
"Kepler-169 c","Kepler-169",1,1.21000000,,,406.52900000,285.9999204,40.9193822
"Kepler-1850 b","Kepler-1850",1,0.72909663,,,250.19900000,287.1428295,43.6161177
"Kepler-1851 b","Kepler-1851",1,3.90012032,,,1589.81000000,285.6737597,45.6398375
"Kepler-436 c","Kepler-436",1,2.33000000,,,588.86700000,301.7207775,44.4120856
"Kepler-1269 b","Kepler-1269",1,1.63000000,,,1097.23000000,287.8055442,45.3405371
"Kepler-1852 b","Kepler-1852",1,1.88610592,,,772.48100000,288.0297157,40.3441934
"Kepler-1270 b","Kepler-1270",1,3.32000000,,,1095.05000000,286.7156676,48.6452552
"Kepler-1271 b","Kepler-1271",1,1.48000000,,,831.99100000,286.3442954,37.4119347
"Kepler-1853 b","Kepler-1853",1,1.51862272,,,562.34800000,284.7478834,46.3735415
"Kepler-172 d","Kepler-172",1,2.25000000,,,828.59200000,283.3684093,41.8218390
"Kepler-1272 b","Kepler-1272",1,2.37000000,,,1206.37000000,285.2197605,38.8058393
"Kepler-1854 b","Kepler-1854",1,2.58746104,,,423.34800000,286.2859300,37.3869915
"Kepler-391 b","Kepler-391",1,2.50000000,3.46098705,"K2 III-IV",869.23600000,290.6218844,51.0573453
"Kepler-1855 b","Kepler-1855",1,1.21620500,,,,283.4018628,41.5161554
"Kepler-406 b","Kepler-406",1,1.43000000,0.02000000,,364.03000000,291.8481764,44.9682807
"Kepler-1856 b","Kepler-1856",1,1.73447868,,,848.76000000,295.9091695,51.3478777
"Kepler-1273 b","Kepler-1273",1,2.49000000,,,1114.24000000,285.8032016,44.8733983
"Kepler-1274 b","Kepler-1274",1,1.42000000,,,614.64800000,284.5936858,46.4497364
"Kepler-173 b","Kepler-173",1,1.29000000,,,833.16500000,294.6466171,41.8840952
"Kepler-1857 b","Kepler-1857",1,1.96065412,,,853.27500000,296.4557129,39.5985370
"Kepler-523 b","Kepler-523",1,1.96000000,,,253.29500000,284.0611224,45.5068127
"Kepler-1275 b","Kepler-1275",1,1.48000000,,,1153.98000000,293.5004955,44.9324455
"Kepler-1858 b","Kepler-1858",1,2.42168247,,,833.05500000,292.3074315,46.6265790
"Kepler-1276 b","Kepler-1276",1,1.19000000,,,538.48100000,287.8570173,40.5471909
"Kepler-175 c","Kepler-175",1,3.10000000,,,1312.34000000,289.5532320,43.8761160
"Kepler-1277 b","Kepler-1277",1,1.60000000,,,557.19300000,295.1025166,40.5723736
"Kepler-1686 b","Kepler-1686",1,1.42553017,,,729.82300000,291.6067189,42.0359783
"Kepler-1278 b","Kepler-1278",1,1.01000000,,,889.42600000,282.9569197,42.8255589
"Kepler-1279 b","Kepler-1279",1,1.75000000,,,1494.22000000,288.0955917,40.3659090
"Kepler-1280 b","Kepler-1280",1,1.87000000,,,1486.70000000,293.5738933,45.3844919
"Kepler-180 b","Kepler-180",1,1.50000000,,,695.65000000,295.5712566,49.7745140
"Kepler-140 b","Kepler-140",1,1.61000000,,,583.85900000,287.3694056,46.7681473
"Kepler-182 b","Kepler-182",1,2.58000000,,,1549.09000000,289.8301128,50.5862025
"Kepler-1859 b","Kepler-1859",1,1.58313575,,,1331.25000000,293.9886751,46.7179996
"Kepler-1281 b","Kepler-1281",1,1.64000000,,,,295.3543571,48.5153932
"Kepler-1860 b","Kepler-1860",1,1.13863767,,,438.70300000,294.3508497,50.0809627
"Kepler-1861 b","Kepler-1861",1,2.20677414,,,829.98500000,295.8465148,49.9361586
"Kepler-1998 b","Kepler-1998",1,0.60000000,,,340.96500000,283.4291536,47.5923973
"Kepler-392 b","Kepler-392",1,1.00000000,,,681.42800000,288.6608260,43.3681938
"Kepler-122 d","Kepler-122",1,2.20000000,,,1027.45000000,291.1118647,39.9490248
"Kepler-185 b","Kepler-185",1,1.17000000,,,466.73500000,282.4681674,43.8899464
"Kepler-1282 b","Kepler-1282",1,1.55000000,,,1103.29000000,290.1761688,46.6983036
"Kepler-133 c","Kepler-133",1,2.84000000,,,653.60000000,297.2778906,48.3203542
"Kepler-1283 b","Kepler-1283",1,1.91000000,,,2921.99000000,295.4623336,40.7769335
"Kepler-1687 b","Kepler-1687",1,1.65623882,,,417.01400000,289.7428363,50.7870626
"Kepler-1284 b","Kepler-1284",1,1.21000000,,,882.32400000,291.2789549,47.6875766
"Kepler-1285 b","Kepler-1285",1,0.97000000,,,422.26900000,281.8353366,44.1558825
"Kepler-1286 b","Kepler-1286",1,2.15000000,,,1354.46000000,280.2583709,43.8357433
"Kepler-393 b","Kepler-393",1,1.29000000,,,881.40400000,290.9952050,45.1921880
"Kepler-186 e","Kepler-186",1,1.27000000,,"M1",177.59400000,298.6527360,43.9549884
"Kepler-97 b","Kepler-97",1,1.48000000,0.01100000,,400.90700000,287.3265292,48.6733443
"Kepler-394 b","Kepler-394",1,1.60000000,,,1058.72000000,296.3019792,50.6723115
"Kepler-1287 b","Kepler-1287",1,1.54000000,,,1003.26000000,289.1346298,47.0630180
"KOI-134 b","KOI-134",1,12.03844527,1.09000000,"F9V",1159.21000000,295.5865980,45.3649371
"Kepler-187 b","Kepler-187",1,1.41000000,,,1143.00000000,299.7964955,44.0892448
"Kepler-1288 b","Kepler-1288",1,1.12000000,,,814.07800000,285.7135000,41.6058799
"Kepler-1994 b","Kepler-1994",1,0.51000000,,,241.99100000,297.1487941,46.2969247
"Kepler-1289 b","Kepler-1289",1,1.52000000,,,1053.57000000,296.3887670,41.0405090
"Kepler-512 b","Kepler-512",1,2.69000000,,,467.37500000,298.2689217,48.9167391
"Kepler-1290 b","Kepler-1290",1,1.42000000,,,1593.70000000,290.6852287,43.8596155
"Kepler-189 b","Kepler-189",1,1.21000000,,,591.53400000,287.5646296,44.3050662
"Kepler-1291 b","Kepler-1291",1,1.66000000,,,897.35200000,289.3770051,40.0010791
"Kepler-1292 b","Kepler-1292",1,1.82000000,,,1493.43000000,284.9057222,43.9491434
"Kepler-1862 b","Kepler-1862",1,2.20300000,,,1232.19000000,296.7533555,49.3780726
"Kepler-1293 b","Kepler-1293",1,0.97000000,,,1028.16000000,290.0258783,48.3359227
"Kepler-513 b","Kepler-513",1,2.20000000,,,468.25800000,285.0416235,50.0753913
"Kepler-1294 b","Kepler-1294",1,3.19000000,,,1855.70000000,291.2681037,44.4881624
"Kepler-1295 b","Kepler-1295",1,1.55000000,,,1174.46000000,291.3978451,45.5885530
"Kepler-190 c","Kepler-190",1,1.46000000,,,433.38700000,288.5839761,44.7337701
"Kepler-1652 b","Kepler-1652",1,1.60000000,,,,294.3660313,49.9150219
"Kepler-1296 b","Kepler-1296",1,0.91000000,,,1551.54000000,292.1251038,41.4077928
"Kepler-1297 b","Kepler-1297",1,0.97000000,,,1439.47000000,289.9564415,47.0203466
"Kepler-1863 b","Kepler-1863",1,2.26309256,,,865.54600000,282.2397185,43.2440854
"Kepler-1298 b","Kepler-1298",1,1.31000000,,,544.16300000,284.4227535,49.1061907
"Kepler-514 b","Kepler-514",2,1.72000000,,,455.33600000,286.2471739,50.2423694
"Kepler-1299 b","Kepler-1299",1,2.98000000,,,1404.94000000,286.1501263,37.4113438
"Kepler-1300 b","Kepler-1300",1,1.37000000,,,777.02500000,289.0330532,40.0869182
"Kepler-191 c","Kepler-191",1,1.86000000,,,594.46400000,291.1833211,45.3230937
"Kepler-1864 b","Kepler-1864",1,0.75408365,,,298.89400000,289.6867653,41.5889178
"Kepler-1865 b","Kepler-1865",1,1.57686072,,,922.25500000,293.9412380,41.5904136
"Kepler-450 b","Kepler-450",1,6.14000000,,,455.98200000,295.4865821,51.0135237
"Kepler-1301 b","Kepler-1301",1,1.40000000,,,854.28000000,286.6041816,42.4403309
"Kepler-616 c","Kepler-616",1,3.41000000,,,945.77500000,294.9891370,46.8383058
"Kepler-1302 b","Kepler-1302",1,1.43000000,,,634.58000000,290.9892462,50.3080640
"Kepler-1303 b","Kepler-1303",1,1.42000000,,,897.78300000,284.2871470,42.3555784
"Kepler-395 c","Kepler-395",1,1.32000000,,,421.38200000,293.5111889,45.1366252
"Kepler-132 c","Kepler-132",2,1.28000000,,,349.54900000,283.2358100,41.3430370
"Kepler-1304 b","Kepler-1304",1,2.29000000,,,2176.08000000,285.2763652,39.4468274
"Kepler-1305 b","Kepler-1305",1,1.88000000,,,1575.23000000,297.3394624,46.3472165
"Kepler-1306 b","Kepler-1306",1,1.91000000,,,1107.50000000,294.4783627,46.9458638
"Kepler-619 d","Kepler-619",1,4.17000000,,,900.67800000,290.8490899,48.4159782
"Kepler-1866 b","Kepler-1866",1,2.08215108,,,976.73700000,286.2246453,44.6544869
"Kepler-137 b","Kepler-137",1,1.47000000,,,302.97900000,282.1355875,43.0391951
"Kepler-1307 b","Kepler-1307",1,2.47000000,,,1014.62000000,292.8698348,46.7418679
"Kepler-1308 b","Kepler-1308",1,0.52000000,,,112.70500000,285.9287514,38.5207097
"Kepler-1867 b","Kepler-1867",1,1.15985997,,,680.58300000,294.9971007,43.4358698
"Kepler-1309 b","Kepler-1309",1,2.37000000,,,,298.7351131,40.7641262
"Kepler-51 d","Kepler-51",1,9.70000000,0.02400000,,783.83100000,296.4797624,49.9376486
"Kepler-1310 b","Kepler-1310",1,1.44000000,,,569.18500000,283.9200236,40.7400419
"Kepler-132 b","Kepler-132",2,1.21000000,,,349.54900000,283.2358100,41.3430370
"Kepler-396 c","Kepler-396",1,5.30000000,0.05600000,,223.75700000,296.1328135,48.9773095
"Kepler-1311 d","Kepler-1311",1,9.65837605,,,866.33100000,289.6512597,43.8244445
"Kepler-1312 b","Kepler-1312",1,2.10000000,,,299.10400000,292.9712801,41.0357494
"Kepler-51 c","Kepler-51",1,9.00000000,0.01300000,,783.83100000,296.4797624,49.9376486
"Kepler-517 b","Kepler-517",2,2.67000000,,,289.90700000,293.6755138,41.2952061
"Kepler-1313 b","Kepler-1313",1,1.76000000,,,174.23400000,292.3885820,42.2332767
"Kepler-397 c","Kepler-397",1,6.18000000,,,,295.8940373,42.3805156
"Kepler-122 e","Kepler-122",1,2.60000000,,,1027.45000000,291.1118647,39.9490248
"Kepler-198 c","Kepler-198",1,2.47000000,,,495.35800000,290.6731326,38.6910045
"Kepler-92 b","Kepler-92",1,3.51000000,0.20200000,,477.99200000,289.0860607,41.5630224
"Kepler-1868 b","Kepler-1868",1,3.14950109,,,274.18000000,293.2983733,43.5558025
"Kepler-1869 c","Kepler-1869",1,0.74000000,,,113.02500000,292.6149958,42.7643438
"Kepler-1314 b","Kepler-1314",1,5.11000000,,,,294.2373599,45.1968274
"Kepler-1870 b","Kepler-1870",1,2.10143764,,,407.21600000,293.9335076,40.5907040
"Kepler-398 b","Kepler-398",1,0.93000000,,,177.35500000,291.4688524,40.3437001
"Kepler-1315 b","Kepler-1315",1,1.38000000,,,480.86900000,295.8215678,46.0530562
"Kepler-201 c","Kepler-201",1,2.85000000,,,636.44500000,293.6260590,41.2728004
"Kepler-1316 b","Kepler-1316",1,3.54000000,,,800.87100000,298.8358277,40.2930714
"Kepler-1317 b","Kepler-1317",1,1.56000000,,,728.30300000,291.6118842,42.1159787
"Kepler-1318 b","Kepler-1318",1,3.11000000,,,475.24800000,290.3763246,41.1507928
"Kepler-445 c","Kepler-445",1,2.51000000,,"M4",127.20100000,298.7363395,46.4991236
"Kepler-136 b","Kepler-136",2,2.05000000,,,420.81800000,296.4673039,42.5987984
"Kepler-1319 b","Kepler-1319",2,1.34000000,,,103.91700000,290.9564463,49.3667933
"Kepler-203 d","Kepler-203",1,1.44000000,,,703.30200000,297.0899590,41.3880686
"Kepler-399 d","Kepler-399",1,1.89000000,,,740.53700000,299.5017242,40.6707669
"Kepler-1320 b","Kepler-1320",1,1.70000000,,,647.42400000,288.4335977,40.3808519
"Kepler-400 b","Kepler-400",1,1.65000000,,,845.97000000,290.9444679,40.4800528
"Kepler-138 c","Kepler-138",1,1.51000000,0.00723661,,66.86240000,290.3814122,43.2930645
"Kepler-401 b","Kepler-401",1,1.71000000,,,965.56000000,290.0827494,50.8634361
"Kepler-1321 b","Kepler-1321",1,4.92000000,,,769.14600000,294.5285970,46.6408737
"Kepler-204 c","Kepler-204",1,1.79000000,,,686.72300000,285.3471620,41.7618450
"Kepler-1322 b","Kepler-1322",1,1.61000000,,,1350.32000000,293.2045009,45.4353919
"Kepler-1323 b","Kepler-1323",1,1.52000000,,,465.41700000,292.8722515,46.0987290
"Kepler-1324 b","Kepler-1324",1,1.51000000,,,481.66700000,291.1849503,40.3112023
"Kepler-1325 b","Kepler-1325",1,2.86000000,,,973.36800000,285.0171505,42.0853120
"Kepler-402 c","Kepler-402",1,1.56000000,,,625.33900000,288.3701976,43.3546109
"Kepler-1871 b","Kepler-1871",1,2.42172881,,,854.62300000,292.4275044,38.4728824
"Kepler-206 b","Kepler-206",1,1.20000000,,,594.44700000,291.6346564,41.8338415
"Kepler-1326 b","Kepler-1326",1,4.18000000,,,698.32600000,296.2221990,39.2689420
"Kepler-1327 b","Kepler-1327",1,1.80000000,,,678.06900000,289.0648073,50.4609183
"Kepler-1328 b","Kepler-1328",1,0.98000000,,,813.54300000,284.6753857,44.4177225
"Kepler-403 b","Kepler-403",1,1.25000000,,,840.26900000,289.9214256,46.7445267
"Kepler-1688 b","Kepler-1688",1,1.26174569,,,,289.5530051,41.2978532
"Kepler-1872 b","Kepler-1872",1,2.38421141,,,840.18200000,281.0491988,43.3225996
"Kepler-1873 b","Kepler-1873",1,1.62573811,,,820.95700000,294.5965570,46.0483705
"Kepler-208 c","Kepler-208",1,1.39000000,,,775.32800000,293.8901979,42.5279413
"Kepler-1329 b","Kepler-1329",1,2.17000000,,,588.03700000,281.6476437,48.2709523
"Kepler-1330 b","Kepler-1330",1,1.65000000,,,1720.48000000,290.5767116,39.9568913
"Kepler-1714 b","Kepler-1714",1,3.26437302,,,409.46000000,293.7164655,46.2266878
"Kepler-1331 b","Kepler-1331",1,1.05000000,,,319.19700000,297.0737928,41.2244613
"Kepler-1332 b","Kepler-1332",1,1.37000000,,,528.68500000,291.0286411,43.9137055
"Kepler-1333 b","Kepler-1333",1,2.81000000,,,932.44600000,293.5275797,41.1113940
"Kepler-1334 b","Kepler-1334",1,2.29000000,,,1223.04000000,289.3115320,51.3209059
"Kepler-211 b","Kepler-211",1,1.26000000,,,309.35300000,285.4391183,43.1685051
"Kepler-1335 b","Kepler-1335",1,1.45000000,,,621.85300000,284.8384394,42.0703371
"Kepler-1336 b","Kepler-1336",1,1.98000000,,,1126.64000000,296.2776587,46.8998006
"Kepler-1337 b","Kepler-1337",1,2.41000000,,,601.62900000,287.0091176,46.7961229
"Kepler-1338 b","Kepler-1338",1,0.92000000,,,753.26000000,284.0422701,41.6990348
"Kepler-1339 b","Kepler-1339",1,0.71000000,,,371.04900000,283.7457695,48.3734690
"Kepler-1689 b","Kepler-1689",1,0.94678642,,,294.12200000,291.5741663,38.6559433
"Kepler-212 b","Kepler-212",1,1.09000000,,,687.19400000,287.6208165,43.1416239
"Kepler-1340 b","Kepler-1340",1,1.55000000,,,981.77900000,296.2328099,42.4727965
"Kepler-1690 b","Kepler-1690",1,2.81109223,,,703.78900000,288.1566649,41.8779417
"Kepler-1874 b","Kepler-1874",1,2.21110724,,,408.00700000,286.3718158,43.6920810
"Kepler-1341 b","Kepler-1341",2,2.99000000,,,476.95700000,280.5116813,44.1593503
"Kepler-213 c","Kepler-213",1,2.34000000,,,634.93900000,290.8241931,44.6472832
"Kepler-511 c","Kepler-511",1,4.20964327,,,651.99900000,282.9455384,47.5749181
"Kepler-404 b","Kepler-404",1,1.27000000,,,812.52400000,286.3985796,45.3435241
"Kepler-215 c","Kepler-215",1,1.77000000,,,485.99700000,294.9735313,45.2136867
"Kepler-1342 b","Kepler-1342",1,1.66000000,,,890.72400000,297.0200549,43.4325382
"Kepler-1875 b","Kepler-1875",1,3.22686692,,,1660.45000000,296.7727406,50.1883667
"Kepler-1343 b","Kepler-1343",1,1.93000000,,,1756.71000000,294.2944830,50.7253850
"Kepler-1344 b","Kepler-1344",1,1.84000000,,,853.95900000,287.0862799,46.9457998
"Kepler-122 f","Kepler-122",1,1.75000000,0.11300000,,1027.45000000,291.1118647,39.9490248
"Kepler-134 b","Kepler-134",1,2.00000000,,,334.79700000,284.7391156,49.5984448
"Kepler-221 d","Kepler-221",1,2.73000000,,,385.23100000,296.6547477,46.8352242
"Kepler-1345 b","Kepler-1345",1,2.36000000,,,1355.02000000,292.4779428,46.0228210
"Kepler-1346 b","Kepler-1346",1,1.58000000,,,843.70100000,291.8413410,45.1791850
"Kepler-1347 b","Kepler-1347",1,1.03000000,,,,299.6595903,40.8438526
"Kepler-1348 b","Kepler-1348",1,1.94000000,,,1213.82000000,292.0874126,49.7887090
"Kepler-1349 b","Kepler-1349",1,0.70000000,,,276.32300000,286.3385562,48.7442697
"Kepler-1350 b","Kepler-1350",1,2.52000000,,,340.69100000,288.2506110,46.6794847
"Kepler-515 b","Kepler-515",2,1.46000000,,,,290.4939130,52.0556110
"Kepler-221 e","Kepler-221",1,2.63000000,,,385.23100000,296.6547477,46.8352242
"Kepler-1351 b","Kepler-1351",1,0.65000000,,,202.78200000,293.6084289,42.1978746
"Kepler-1876 b","Kepler-1876",1,0.85300000,0.00755124,,259.93500000,299.1604859,41.1437964
"Kepler-1691 b","Kepler-1691",1,1.83470985,,,1267.67000000,286.2543962,41.0218373
"Kepler-1877 b","Kepler-1877",1,0.62408600,,,285.31200000,294.8669240,46.7904816
"Kepler-521 b","Kepler-521",1,3.18000000,,,830.63800000,298.8163801,43.9980203
"Kepler-1352 b","Kepler-1352",1,0.89000000,,,670.82900000,290.6937988,48.7014417
"Kepler-221 b","Kepler-221",1,1.71000000,,,385.23100000,296.6547477,46.8352242
"Kepler-1353 b","Kepler-1353",1,1.80000000,,,593.38400000,295.7353911,42.5762317
"Kepler-1354 b","Kepler-1354",1,2.97000000,,,1119.45000000,291.2451266,37.7590079
"Kepler-130 c","Kepler-130",2,2.90000000,,,316.66300000,288.4505905,40.2452006
"Kepler-224 e","Kepler-224",1,1.97000000,,,782.08800000,290.9342679,47.3575414
"Kepler-1355 b","Kepler-1355",1,1.46000000,,,911.26900000,283.7414249,49.0679833
"Kepler-1356 b","Kepler-1356",1,1.53000000,,,845.22800000,290.9953825,43.2438792
"Kepler-1357 b","Kepler-1357",1,1.28000000,,,1015.69000000,291.5480665,50.3532584
"Kepler-462 c","Kepler-462",1,4.00000000,0.01887802,,596.62500000,299.8211502,43.8142793
"Kepler-1878 b","Kepler-1878",1,2.92019781,,,1494.30000000,300.7324154,44.1070231
"Kepler-226 d","Kepler-226",1,1.22000000,,,980.13800000,292.3760942,47.8809596
"Kepler-1358 b","Kepler-1358",1,1.12000000,,,546.99800000,286.1705469,43.0089000
"Kepler-1359 b","Kepler-1359",1,2.83000000,,,614.85900000,289.5388180,41.8928154
"Kepler-1879 b","Kepler-1879",1,2.06512018,,,627.17100000,289.3644209,41.5332589
"Kepler-1360 b","Kepler-1360",1,3.40000000,,,1516.27000000,300.3440482,45.6231826
"Kepler-1361 b","Kepler-1361",1,0.86000000,,,389.14300000,283.5653603,46.9042278
"Kepler-1362 b","Kepler-1362",1,2.60000000,,,731.29800000,288.5385574,40.8771276
"Kepler-1880 b","Kepler-1880",1,2.11686218,,,611.04100000,287.8264561,40.6965988
"Kepler-52 d","Kepler-52",1,1.95000000,,,321.54200000,286.7380152,49.9757383
"Kepler-1363 b","Kepler-1363",1,1.25000000,,,541.71400000,296.9964872,49.2563228
"Kepler-1364 b","Kepler-1364",1,2.15000000,,,1056.90000000,295.1521334,49.5876179
"Kepler-1365 b","Kepler-1365",1,0.92000000,,,840.12800000,292.1996573,42.0459944
"Kepler-1366 b","Kepler-1366",1,1.43000000,,,465.82600000,285.0648845,41.5548464
"Kepler-525 b","Kepler-525",1,2.63000000,,,992.85200000,296.1834239,47.3587776
"Kepler-1881 b","Kepler-1881",1,2.98104391,,,1057.21000000,293.6393065,44.9825447
"Kepler-446 b","Kepler-446",1,1.50000000,,"M4",96.33900000,282.2501047,44.9210020
"Kepler-1367 b","Kepler-1367",1,0.92000000,,,401.48400000,288.4166786,47.8787308
"Kepler-231 b","Kepler-231",1,1.73000000,,,316.61800000,293.9733913,50.5318460
"Kepler-1882 b","Kepler-1882",1,1.48674404,,,443.37100000,290.6640856,43.4997866
"Kepler-526 b","Kepler-526",1,1.99000000,,,666.14600000,297.6509281,47.3962246
"Kepler-1692 b","Kepler-1692",1,1.11177184,,,591.01900000,286.9241804,47.0537092
"Kepler-1985 b","Kepler-1985",1,2.27000000,,,,293.5663715,42.1325825
"Kepler-1368 b","Kepler-1368",1,1.65000000,,,1635.82000000,294.7669795,41.6446434
"Kepler-235 c","Kepler-235",1,1.28000000,,,428.01800000,286.0790779,39.2782370
"Kepler-1369 b","Kepler-1369",1,2.69000000,,,1236.56000000,285.7972604,40.9361923
"Kepler-1370 b","Kepler-1370",1,1.84000000,,,1004.10000000,284.5656897,41.7784781
"Kepler-527 b","Kepler-527",1,2.84000000,,,750.04000000,290.9579130,47.4062673
