pl_name,hostname,sy_snum,pl_rade,pl_bmassj,st_spectype,sy_dist,ra,dec
"Kepler-6 b","Kepler-6",1,14.61653600,0.66800000,,587.03900000,296.8372475,48.2399695
"Kepler-491 b","Kepler-491",1,8.92000000,,,630.78500000,287.1305782,42.3501533
"Kepler-257 b","Kepler-257",1,2.61000000,,,780.25600000,297.3159994,46.0232642
"Kepler-216 b","Kepler-216",1,2.35000000,,,1187.47000000,293.7280695,46.1291139
"Kepler-32 c","Kepler-32",1,2.00000000,0.50000000,,323.84700000,297.8423073,46.5743595
"Kepler-259 c","Kepler-259",1,2.70000000,,,1002.14000000,288.2119707,46.6150461
"Kepler-148 c","Kepler-148",1,3.60000000,,,791.16300000,289.7861626,46.8588176
"Kepler-222 d","Kepler-222",1,3.69000000,,,758.85400000,287.9060885,46.9377479
"Kepler-29 c","Kepler-29",1,2.34000000,0.01415851,,832.53200000,298.3483820,47.4913021
"Kepler-179 b","Kepler-179",1,1.64000000,,,605.68000000,298.6636163,47.7619329
"Kepler-165 c","Kepler-165",1,2.23000000,,,560.88500000,280.6909200,47.8096702
"Kepler-228 c","Kepler-228",1,2.70000000,,,1644.61000000,296.2860853,48.2246328
"Kepler-20 c","Kepler-20",2,2.89400000,0.03492451,,282.56300000,287.6979913,42.3385782
"Kepler-166 d","Kepler-166",1,1.73000000,,,603.53000000,293.1600977,48.8812074
"Kepler-52 b","Kepler-52",1,2.10000000,0.42475750,,321.54200000,286.7380152,49.9757383
"Kepler-197 d","Kepler-197",2,1.22000000,,,330.57500000,295.2264739,50.5592348
"K2-183 d","K2-183",1,2.30000000,,,329.04100000,125.0071770,14.0194586
"K2-187 e","K2-187",1,1.90000000,,,330.91600000,132.5235618,23.1924709
"K2-187 c","K2-187",1,1.40000000,,,330.91600000,132.5235618,23.1924709
"K2-270 b","K2-270",1,1.38000000,,,280.51800000,131.2665588,13.5497322
"Kepler-184 d","Kepler-184",1,2.49000000,,,610.32600000,291.9518784,43.0746172
"Kepler-257 d","Kepler-257",1,4.95000000,,,780.25600000,297.3159994,46.0232642
"K2-280 b","K2-280",1,7.50000000,0.11672965,,391.53700000,291.5953596,-22.2477071
"K2-381 c","K2-381",1,2.00000000,,,145.70100000,288.0267612,-21.0075789
"Kepler-222 c","Kepler-222",1,4.64000000,,,758.85400000,287.9060885,46.9377479
"HATS-36 b","HATS-36",1,12.92000000,,,856.43600000,291.4787013,-23.2028183
"Kepler-229 b","Kepler-229",1,2.20000000,,,826.26500000,286.9994758,48.3757867
"K2-222 b","K2-222",1,2.27500000,0.02359764,"G0",101.32100000,16.4625203,11.7537171
"K2-214 b","K2-214",1,2.51000000,,,300.64000000,14.8759777,4.2277722
"K2-220 b","K2-220",1,2.37000000,,,233.51400000,12.7700071,9.5167694
"K2-216 b","K2-216",1,1.75000000,0.02517069,"K5 V",115.46100000,11.4802354,6.3470302
"K2-212 b","K2-212",1,2.65000000,,,109.21800000,18.4241015,3.0970732
"Kepler-166 c","Kepler-166",1,2.38000000,,,603.53000000,293.1600977,48.8812074
"K2-151 b","K2-151",2,1.49000000,,,69.47980000,19.3047733,9.5012663
"K2-295 b","K2-295",1,10.05447300,0.33500000,"K5 V",232.80100000,19.6101417,6.8167277
"K2-282 b","K2-282",1,2.50000000,,,496.28900000,13.4321524,7.9952914
"K2-283 b","K2-283",1,3.52000000,,,402.91500000,13.1943679,9.6929181
"K2-281 b","K2-281",1,8.18000000,,,458.13900000,16.2274724,7.2692169
"K2-387 b","K2-387",1,7.32200000,,,266.31800000,19.4418282,11.3684915
"Kepler-197 b","Kepler-197",2,1.02000000,,,330.57500000,295.2264739,50.5592348
"K2-156 b","K2-156",1,1.10000000,,,150.21000000,182.6996730,-6.2943552
"K2-157 b","K2-157",1,0.93500000,0.00360000,"G9 V",298.37300000,183.7514959,-5.7820178
"K2-158 b","K2-158",1,2.64000000,,,197.29900000,179.9397081,-5.7216879
"K2-244 b","K2-244",1,1.75000000,,,212.90200000,183.4686492,-3.8318097
"Kepler-108 c","Kepler-108",2,8.18000000,,,338.73200000,294.5589885,46.0623952
"K2-159 b","K2-159",1,2.26000000,,,170.99800000,180.5408896,-3.5809053
"K2-160 b","K2-160",1,3.17824034,,,315.36300000,184.0545174,-3.5530888
"K2-161 b","K2-161",1,6.11721229,,,916.31900000,183.7938491,-3.4956913
"K2-162 b","K2-162",1,1.44000000,,,124.43300000,186.0383865,-1.1114790
"K2-163 b","K2-163",1,2.46610713,,,208.52900000,182.3292517,-0.5393421
"K2-165 b","K2-165",1,1.27443657,,,134.59100000,184.9004881,0.9683270
"K2-165 c","K2-165",1,1.55409035,,,134.59100000,184.9004881,0.9683270
"K2-165 d","K2-165",1,2.64809498,,,134.59100000,184.9004881,0.9683270
"Kepler-477 b","Kepler-477",2,2.07000000,,,,288.0674450,42.3553050
"Kepler-108 b","Kepler-108",2,8.65000000,,,338.73200000,294.5589885,46.0623952
"EPIC 201595106 b","EPIC 201595106",1,1.56500000,0.02413252,,232.10000000,183.7203635,1.9681688
"K2-166 b","K2-166",1,2.19000000,,,476.88200000,185.1880932,2.2823788
"K2-175 b","K2-175",1,2.03803688,,,247.26600000,52.5035514,17.5841081
"K2-176 b","K2-176",1,1.49090097,,,247.30200000,58.2691796,17.9069486
"K2-177 b","K2-177",1,2.11620480,,,492.16700000,55.2296156,20.7360891
"K2-178 b","K2-178",1,3.55790985,,,214.75300000,52.8888524,22.4348186
"Kepler-9 d","Kepler-9",1,1.64000000,,,628.25700000,285.5739904,38.4008192
"K2-183 b","K2-183",1,1.10000000,,,329.04100000,125.0071770,14.0194586
"K2-185 b","K2-185",1,1.15000000,,,268.35700000,130.2596625,14.6902225
"K2-185 c","K2-185",1,2.39000000,,,268.35700000,130.2596625,14.6902225
"K2-263 b","K2-263",1,2.51300000,0.04845382,"G9 V",162.48100000,129.6821253,15.6806039
"K2-186 b","K2-186",1,3.17207779,,,330.73900000,135.3350487,18.8252879
"K2-341 b","K2-341",1,3.21000000,,,421.40800000,130.4971951,19.9166357
"K2-187 b","K2-187",1,1.20000000,,,330.91600000,132.5235618,23.1924709
"K2-188 b","K2-188",1,1.35000000,,,446.82100000,129.8137008,23.3574367
"K2-189 b","K2-189",1,1.40300000,,,242.11300000,203.6214411,-15.0365158
"K2-190 c","K2-190",1,1.09308317,,,160.67900000,205.3630485,-13.1608686
"K2-195 c","K2-195",1,2.57581891,,,315.01400000,199.8315191,-8.5095364
"K2-196 b","K2-196",1,3.59970536,,,584.87700000,200.4562487,-8.4717104
"Kepler-42 b","Kepler-42",1,0.78000000,,"M",40.05950000,292.2196000,44.6173667
"K2-201 b","K2-201",1,1.40006712,,,197.93200000,293.5607117,-23.1312775
"K2-201 c","K2-201",1,3.28568401,,,197.93200000,293.5607117,-23.1312775
"K2-202 b","K2-202",1,2.30165603,,,300.39700000,283.2643203,-22.4070553
"K2-381 b","K2-381",1,1.07500000,,,145.70100000,288.0267612,-21.0075789
"K2-381 d","K2-381",1,1.68900000,,,145.70100000,288.0267612,-21.0075789
"K2-382 b","K2-382",1,2.07200000,,,278.41200000,287.4125267,-19.6269336
"K2-383 b","K2-383",1,1.56400000,,,203.78800000,282.0087650,-18.3795798
"K2-203 b","K2-203",1,1.26549392,,,166.14700000,12.7736909,-1.1958844
"K2-204 b","K2-204",1,3.17214154,,,577.23500000,17.3825067,-0.5177539
"K2-205 b","K2-205",1,1.99552771,,,405.30100000,15.2175909,0.4259660
"K2-206 b","K2-206",1,2.79522879,,,244.44300000,11.2564264,0.5931866
"K2-207 b","K2-207",1,2.60585269,,,363.06400000,11.6996481,0.6406182
"K2-208 b","K2-208",1,1.67462172,,,256.88700000,20.7789809,0.8890076
"K2-209 b","K2-209",1,0.86850263,,,76.49860000,14.6903464,1.3828070
"K2-210 b","K2-210",1,0.86000000,,,176.51000000,17.6412694,1.5784137
"K2-211 b","K2-211",1,1.33162691,,,272.29700000,21.1061587,1.7049101
"K2-213 b","K2-213",1,1.51398464,,,389.70200000,13.1403998,3.5077702
"K2-215 b","K2-215",1,2.12381238,,,403.96400000,18.4700795,6.1238647
"K2-217 b","K2-217",1,3.57854073,,,381.87800000,11.2983678,6.4815879
"K2-218 b","K2-218",1,2.56948149,,,394.08300000,12.8096130,6.8464327
"K2-219 b","K2-219",1,1.34762583,,,325.40000000,12.8452963,8.8675474
"K2-219 c","K2-219",1,1.43839723,,,325.40000000,12.8452963,8.8675474
"K2-219 d","K2-219",1,2.57634456,,,325.40000000,12.8452963,8.8675474
"K2-221 b","K2-221",1,1.67890272,,,318.81000000,16.6550286,10.1897385
"K2-223 b","K2-223",1,0.89000000,,,198.60400000,185.3061830,-10.2820915
"K2-223 c","K2-223",1,1.50000000,,,198.60400000,185.3061830,-10.2820915
"K2-224 b","K2-224",1,1.56000000,,,275.25500000,189.7041426,-10.0605942
"K2-224 c","K2-224",1,2.41000000,,,275.25500000,189.7041426,-10.0605942
"K2-225 b","K2-225",1,3.60929179,,,357.77800000,186.5410958,-9.6248232
"K2-226 b","K2-226",1,1.53899305,,,211.26500000,183.6456643,-9.5626286
"K2-227 b","K2-227",1,1.66551298,,,187.23400000,190.9484237,-8.4784159
"K2-228 b","K2-228",1,1.21000000,,,129.46000000,187.2947047,-6.8342028
"K2-229 b","K2-229",1,1.00000000,,,102.56400000,186.8729195,-6.7218474
"K2-229 c","K2-229",1,2.03000000,,,102.56400000,186.8729195,-6.7218474
"K2-230 b","K2-230",1,1.96000000,,,540.77300000,191.3631170,-6.5760510
"EPIC 229004835 b","EPIC 229004835",1,2.33200000,0.03272206,,121.97100000,186.4860415,-1.4047214
"K2-259 b","K2-259",1,2.32000000,,,416.45700000,186.8026947,1.5668631
"K2-80 d","K2-80",1,2.55211506,,,200.80200000,59.0374860,13.5590288
"EPIC 228836835 b","EPIC 228836835",1,1.10000000,,,150.12400000,189.5748998,-5.2446247
"K2-331 c","K2-331",1,2.72000000,,,211.43000000,132.7376431,13.1702690
"K2-333 b","K2-333",1,6.18000000,,,343.99000000,136.7892752,15.2056765
"K2-334 b","K2-334",1,5.65000000,,,371.82300000,136.4894259,16.3255146
"K2-342 b","K2-342",1,2.03000000,,,208.35700000,133.1218996,21.2386816
"K2-343 c","K2-343",1,2.02000000,,,166.16900000,134.2021746,21.5026882
"K2-344 b","K2-344",1,1.59000000,,,75.16910000,136.3614923,21.6685886
"K2-348 b","K2-348",1,3.26000000,,,201.85600000,130.8783479,24.4229559
"K2-348 c","K2-348",1,2.67000000,,,201.85600000,130.8783479,24.4229559
"K2-352 c","K2-352",1,1.92000000,,,176.05100000,140.4451478,18.4696280
"K2-352 d","K2-352",1,2.23000000,,,176.05100000,140.4451478,18.4696280
"G 9-40 b","G 9-40",1,1.90000000,0.01258541,,27.92760000,134.7188514,21.0747961
"HD 80653 b","HD 80653",1,1.62100000,0.01765103,"G0 V",109.86000000,140.3390845,14.3678691
"Kepler-21 b","Kepler-21",2,1.63900000,0.02359764,,108.52200000,287.3619673,38.7141384
"Kepler-8 b","Kepler-8",1,15.87194400,0.59000000,,1021.87000000,281.2881335,42.4510975
"TOI-4588 b","TOI-4588",1,2.92922558,,,225.18100000,282.0004201,48.5422560
"KOI-984 b","KOI-984",1,4.30000000,,,252.66700000,291.0489438,36.8400772
"Kepler-505 b","Kepler-505",1,2.60000000,,,283.41000000,287.8579530,42.5426758
"Kepler-745 b","Kepler-745",1,2.16000000,,,1780.38000000,291.4994412,37.0592571
"Kepler-262 c","Kepler-262",1,1.64000000,,,613.12900000,290.7287168,37.2526575
"Kepler-748 b","Kepler-748",1,2.52000000,,,1705.99000000,292.2628779,37.2369732
"Kepler-264 b","Kepler-264",1,3.33000000,,,942.17300000,292.0446280,37.3761861
"HD 73344 b","HD 73344",1,2.88400000,0.03297377,"F6 V",35.26000000,129.6894456,23.6852651
"Kepler-1732 b","Kepler-1732",1,4.09903273,,,1289.41000000,292.2910129,37.5807686
"Kepler-263 b","Kepler-263",1,2.67000000,,,754.74700000,292.4698022,37.5677941
"Kepler-261 b","Kepler-261",1,2.18000000,,,317.49900000,291.3647333,37.6092390
"K2-368 d","K2-368",1,1.94800000,,,206.60800000,332.6357627,-11.1661157
"K2-368 c","K2-368",1,1.36100000,,,206.60800000,332.6357627,-11.1661157
"Kepler-1733 b","Kepler-1733",1,3.63582354,,,2080.51000000,291.1384628,37.8592447
"Kepler-754 b","Kepler-754",1,2.01000000,,,1770.27000000,293.2541121,37.8461519
"K2-373 b","K2-373",1,2.06100000,,,229.56700000,123.1361518,13.6884986
"Kepler-753 b","Kepler-753",1,1.91000000,,,274.76700000,291.9032411,37.9023677
"K2-339 b","K2-339",1,1.92000000,,,360.36000000,130.0825420,18.6929046
"Kepler-752 b","Kepler-752",1,2.81000000,,,1232.29000000,292.2681469,37.9556720
"K2-343 b","K2-343",1,1.65000000,,,166.16900000,134.2021746,21.5026882
"Kepler-766 b","Kepler-766",1,3.39000000,,,2297.62000000,293.1845144,37.9698357
"Kepler-771 b","Kepler-771",1,1.82000000,,,1393.85000000,287.4441104,38.0884183
"EPIC 212624936 c","EPIC 212624936",1,2.30000000,,,561.92900000,210.6376171,-10.0236852
"Kepler-773 b","Kepler-773",1,1.43000000,,,547.02600000,290.8846217,38.0575539
"K2-379 b","K2-379",1,2.18100000,,,182.20700000,283.0317641,-27.1807287
"K2-380 b","K2-380",1,2.72900000,,,249.30300000,283.4346389,-26.5387308
"Kepler-767 b","Kepler-767",1,6.64000000,,,2251.03000000,291.5791562,38.0358066
"Kepler-260 b","Kepler-260",1,2.01000000,,,627.36500000,291.9259658,38.0140525
"Kepler-268 b","Kepler-268",1,2.55000000,,,851.87000000,291.9761559,38.0550327
"K2-384 f","K2-384",1,2.22200000,,"M4 V",82.66030000,20.4998403,0.7509701
"K2-384 d","K2-384",1,1.39200000,,"M4 V",82.66030000,20.4998403,0.7509701
"K2-384 c","K2-384",1,1.19100000,,"M4 V",82.66030000,20.4998403,0.7509701
"K2-384 e","K2-384",1,1.34500000,,"M4 V",82.66030000,20.4998403,0.7509701
"K2-385 b","K2-385",1,1.53900000,,,420.81900000,12.6140752,5.8712567
"Kepler-1736 b","Kepler-1736",1,3.87658560,,,1430.00000000,289.7766991,38.2622374
"K2-386 b","K2-386",1,2.32000000,,,428.78500000,18.2999964,7.0130302
"Kepler-774 b","Kepler-774",1,3.17000000,,,917.80400000,291.0318604,38.2118940
"Kepler-772 b","Kepler-772",1,1.82000000,,,1130.21000000,291.4235820,38.2165603
"K2-268 d","K2-268",1,1.49000000,,,327.78300000,133.7094899,11.8482712
"K2-268 f","K2-268",1,2.23000000,,,327.78300000,133.7094899,11.8482712
"K2-268 e","K2-268",1,1.33000000,,,327.78300000,133.7094899,11.8482712
"K2-393 b","K2-393",1,2.35200000,,,265.91400000,348.5159113,-0.0821031
"K2-394 b","K2-394",1,1.69200000,,,98.01520000,71.1100020,16.5185817
"Kepler-119 b","Kepler-119",1,3.60000000,,,701.99600000,295.9463854,42.6588324
"11 UMi b","11 UMi",1,,14.74000000,,125.32100000,229.2745954,71.8239428
"14 And b","14 And",1,,3.55900000,"K0 III",75.43920000,352.8241500,39.2358367
"14 Her b","14 Her",1,,8.90000000,"K0",17.93230000,242.6021014,43.8163621
"16 Cyg B b","16 Cyg B",3,,1.78000000,,21.13970000,295.4656422,50.5168243
"18 Del b","18 Del",2,,9.20700000,"G6 III",76.22200000,314.6078375,10.8391378
"1RXS J160929.1-210524 b","1RXS J160929.1-210524",1,,8.00000000,"K7 V",139.13500000,242.3762343,-21.0831403
"24 Sex b","24 Sex",1,,1.99000000,,72.06910000,155.8684866,-0.9023998
"24 Sex c","24 Sex",1,,0.86000000,,72.06910000,155.8684866,-0.9023998
"2MASS J12073346-3932539 b","2MASS J12073346-3932539",1,15.69257298,5.20000000,"M8",64.30800000,181.8890906,-39.5484399
"2MASS J04414489+2301513 b","2MASS J04414489+2301513",1,,7.50000000,"M8.5",,70.4371079,23.0308544
"47 UMa b","47 UMa",1,,2.53000000,,13.79670000,164.8647611,40.4304931
"47 UMa c","47 UMa",1,,0.54000000,,13.79670000,164.8647611,40.4304931
"47 UMa d","47 UMa",1,,1.64000000,,13.79670000,164.8647611,40.4304931
"4 UMa b","4 UMa",1,,7.90200000,"K1 III",73.46030000,130.0528099,64.3280504
"Kepler-770 b","Kepler-770",1,2.30000000,,,930.45700000,286.4904589,38.3748720
"51 Peg b","51 Peg",1,,0.61000000,,15.46140000,344.3675399,20.7690958
"55 Cnc b","55 Cnc",2,,0.86839311,"G8 V",12.58550000,133.1468373,28.3298154
"55 Cnc c","55 Cnc",2,,0.17808352,"G8 V",12.58550000,133.1468373,28.3298154
"55 Cnc d","55 Cnc",2,,3.82000000,"G8 V",12.58550000,133.1468373,28.3298154
"55 Cnc e","55 Cnc",2,1.87500000,0.02513923,,12.58550000,133.1468373,28.3298154
"55 Cnc f","55 Cnc",2,,0.15259807,"G8 V",12.58550000,133.1468373,28.3298154
"61 Vir b","61 Vir",1,,0.01600000,"G5 V",8.50332000,199.5964550,-18.3157745
"61 Vir c","61 Vir",1,,0.05700000,"G5 V",8.50332000,199.5964550,-18.3157745
"61 Vir d","61 Vir",1,,0.07200000,"G5 V",8.50332000,199.5964550,-18.3157745
"6 Lyn b","6 Lyn",1,,1.88100000,"K0 IV",54.65990000,97.6960311,58.1611753
"70 Vir b","70 Vir",1,,7.41600000,,17.90110000,202.1064898,13.7763085
"7 CMa b","7 CMa",1,,1.85000000,,19.81010000,99.1712760,-19.2561808
"81 Cet b","81 Cet",1,,3.30700000,"G5 III",101.26000000,39.4243555,-3.3963607
"AB Pic b","AB Pic",1,,13.50000000,"K2 V",50.04750000,94.8039208,-58.0541184
"BD-08 2823 b","BD-08 2823",1,,0.04000000,,41.33420000,150.1971964,-9.5165689
"BD-08 2823 c","BD-08 2823",1,,0.33000000,"K3 V",41.33420000,150.1971964,-9.5165689
"BD-10 3166 b","BD-10 3166",1,,0.59000000,,84.40690000,164.6191243,-10.7704227
"BD+14 4559 b","BD+14 4559",1,,1.04000000,,49.35200000,318.4010002,14.6893834
"BD-17 63 b","BD-17 63",1,,5.16000000,,34.46030000,7.1413494,-16.2273254
"BD+20 2457 b","BD+20 2457",1,,21.42000000,"K2 II",1539.71000000,154.1867820,19.8912626
"BD+20 2457 c","BD+20 2457",1,,12.47000000,"K2 II",1539.71000000,154.1867820,19.8912626
"BD+48 738 b","BD+48 738",1,,0.91000000,"K0 III",871.49300000,40.7102869,49.5869395
"bet Pic b","bet Pic",1,,8.70000000,"A6 V",19.74420000,86.8212337,-51.0661480
"CoRoT-10 b","CoRoT-10",1,10.87000000,2.75000000,"K1 V",338.38600000,291.0636813,0.7460143
"CoRoT-11 b","CoRoT-11",1,16.03000000,2.33000000,"F6 V",655.03700000,280.6872998,5.9376586
"CoRoT-12 b","CoRoT-12",1,16.14000000,0.91700000,,1126.37000000,100.7656871,-1.2964437
"CoRoT-13 b","CoRoT-13",1,9.92000000,1.30800000,"G0 V",1148.93000000,102.7211432,-5.0864557
"CoRoT-14 b","CoRoT-14",1,12.22000000,7.60000000,"F9 V",1744.60000000,103.4242023,-5.5360385
"CoRoT-17 b","CoRoT-17",1,11.43000000,2.43000000,"G2 V",1176.12000000,278.6992360,-6.6122880
"CoRoT-18 b","CoRoT-18",1,14.68000000,3.47000000,"G9 V",764.88900000,98.1724172,-0.0316045
"CoRoT-19 b","CoRoT-19",1,14.46000000,1.11000000,"F9 V",790.66300000,97.0335983,-0.1707293
"CoRoT-1 b","CoRoT-1",1,16.70000000,1.03000000,"G0 V",787.90900000,102.0798591,-3.1021394
"CoRoT-20 b","CoRoT-20",1,,4.30000000,,844.06100000,97.7204249,0.2268931
"CoRoT-23 b","CoRoT-23",1,11.77000000,2.80000000,"G0 V",1060.97000000,279.7826586,4.3577516
"CoRoT-2 b","CoRoT-2",2,16.43200000,3.47000000,,213.28300000,291.7770457,1.3836634
"CoRoT-3 b","CoRoT-3",1,11.32000000,21.66000000,"F3 V",768.77100000,292.0552827,0.1218359
"CoRoT-4 b","CoRoT-4",1,13.34000000,0.72000000,,726.41200000,102.1946233,-0.6727861
"CoRoT-5 b","CoRoT-5",1,15.55800000,0.46700000,"F9 V",882.47200000,101.2772396,0.8152163
"CoRoT-6 b","CoRoT-6",1,13.06800000,2.96000000,"F9 V",645.29400000,281.0725563,6.6632062
"CoRoT-7 b","CoRoT-7",1,1.68135000,0.01282637,,159.90600000,100.9561682,-1.0630076
"Kepler-24 c","Kepler-24",1,2.51400000,0.03143206,,1156.81000000,290.4132621,38.3437283
"CoRoT-7 c","CoRoT-7",1,,0.02642922,,159.90600000,100.9561682,-1.0630076
"CoRoT-8 b","CoRoT-8",1,6.39000000,0.22000000,"K1 V",322.03700000,291.5885696,1.4262972
"CoRoT-9 b","CoRoT-9",2,11.94879400,0.84000000,,412.98000000,280.7866461,6.2040783
"CT Cha b","CT Cha",1,24.66000000,17.00000000,,190.72000000,166.0375038,-76.4553693
"DP Leo b","DP Leo",2,,6.05000000,,305.68400000,169.3162193,17.9615717
"eps Eri b","eps Eri",1,,1.00000000,,3.20260000,53.2284306,-9.4581715
"eps Tau b","eps Tau",1,,7.19000000,"K0 III",47.52852000,67.1546573,19.1802782
"gam1 Leo b","gam1 Leo",2,,8.78000000,,39.88830000,154.9932080,19.8413890
"gam Cep b","gam Cep",2,,6.60000000,"K1 III-IV",14.10240000,354.8358233,77.6331009
"GJ 1214 b","GJ 1214",1,2.73300000,0.02646082,,14.64270000,258.8313991,4.9606795
"GJ 3021 b","GJ 3021",2,,3.37000000,"G6 V",17.55590000,4.0634323,-79.8514218
"GJ 317 b","GJ 317",1,,1.68800000,"M3.5 V",15.19680000,130.2445254,-23.4528090
"GJ 3634 b","GJ 3634",1,,0.02600000,"M2.5",20.37790000,164.6433493,-31.1443383
"GJ 433 b","GJ 433",1,,0.01901331,,9.06456000,173.8619194,-32.5436302
"GJ 436 b","GJ 436",1,4.17000000,0.07000000,,9.75321000,175.5505363,26.7030669
"GJ 649 b","GJ 649",1,,0.25800000,"M1.0",10.37960000,254.5363221,25.7419719
"GJ 667 C b","GJ 667 C",3,,,,7.24396000,259.7510609,-34.9977651
"GJ 667 C c","GJ 667 C",3,,0.01200000,"M1.5 V",7.24396000,259.7510609,-34.9977651
"GJ 674 b","GJ 674",1,,0.03500000,"M2.5",4.54896000,262.1700476,-46.8989826
"GJ 676 A b","GJ 676 A",2,,5.79200000,,16.02720000,262.5448903,-51.6377777
"GJ 832 b","GJ 832",1,,0.99000000,"M2/3 V",4.96435000,323.3912616,-49.0125169
"GJ 849 b","GJ 849",1,,0.89300000,"M3.5",8.80058000,332.4229938,-4.6408317
"GJ 179 b","GJ 179",1,,0.82000000,"M3.5 V",12.35600000,73.0245495,6.4752347
"GJ 581 b","GJ 581",1,,0.06450021,"M3.0 V",6.29810000,229.8564725,-7.7226935
"GJ 581 c","GJ 581",1,,0.02142666,"M3.0 V",6.29810000,229.8564725,-7.7226935
"GJ 581 e","GJ 581",1,,0.00780295,"M3.0 V",6.29810000,229.8564725,-7.7226935
"GJ 86 b","GJ 86",2,,4.42000000,,10.78360000,32.6224785,-50.8209945
"GJ 876 b","GJ 876",1,,2.27560000,,4.67517000,343.3239737,-14.2665958
"GJ 876 c","GJ 876",1,,0.71420000,,4.67517000,343.3239737,-14.2665958
"GJ 876 d","GJ 876",1,,0.02100000,,4.67517000,343.3239737,-14.2665958
"GJ 876 e","GJ 876",1,,0.04600000,,4.67517000,343.3239737,-14.2665958
"GQ Lup b","GQ Lup",1,33.60000000,20.00000000,"K7e V",151.16900000,237.3003643,-35.6515055
"GSC 06214-00210 b","GSC 06214-00210",1,,16.00000000,"K7",108.50000000,245.4776921,-20.7193398
"HAT-P-12 b","HAT-P-12",1,10.74900000,0.21100000,"K4",142.75100000,209.3886452,43.4933100
"HAT-P-13 b","HAT-P-13",1,14.25800000,0.85100000,,246.81000000,129.8823772,47.3519076
"HAT-P-13 c","HAT-P-13",1,,14.28000000,,246.81000000,129.8823772,47.3519076
"HAT-P-14 b","HAT-P-14",2,15.91678000,3.44000000,,222.66300000,260.1161719,38.2421682
"HAT-P-15 b","HAT-P-15",1,11.88154000,1.94000000,,192.51600000,66.2481420,39.4606020
"HAT-P-16 b","HAT-P-16",3,14.68376472,,"F8",226.63700000,9.5730343,42.4630961
"HAT-P-17 b","HAT-P-17",1,11.76945000,0.58000000,,92.38310000,324.5359781,30.4881882
"Kepler-123 b","Kepler-123",1,2.94000000,,,1021.66000000,296.9985853,42.7819633
"Kepler-769 b","Kepler-769",1,2.92000000,,,1169.57000000,292.7130925,38.3581685
"HAT-P-17 c","HAT-P-17",1,,3.40000000,,92.38310000,324.5359781,30.4881882
"HAT-P-18 b","HAT-P-18",1,11.15300000,0.19700000,"K2",161.40000000,256.3463760,33.0123251
"HAT-P-19 b","HAT-P-19",1,11.29865255,0.27700000,,202.07800000,9.5165832,34.7114025
"HAT-P-1 b","HAT-P-1",2,14.78467100,0.52500000,,158.97900000,344.4453632,38.6749190
"HAT-P-20 b","HAT-P-20",1,9.71800000,7.24600000,"K3",71.03740000,111.9164295,24.3361185
"HAT-P-21 b","HAT-P-21",1,12.44199000,4.87000000,,277.27800000,171.2749348,41.0280207
"HAT-P-22 b","HAT-P-22",2,12.89035000,2.47000000,,81.76470000,155.6814593,50.1287115
"HAT-P-23 b","HAT-P-23",1,15.33400000,2.09000000,"G0",364.81300000,306.1239076,16.7621462
"HAT-P-24 b","HAT-P-24",2,14.57170000,0.75000000,,415.34400000,108.8251171,14.2626064
"HAT-P-25 b","HAT-P-25",1,12.72221500,0.56900000,,300.38400000,48.4354731,25.1973548
"HAT-P-26 b","HAT-P-26",1,7.06167000,0.07000000,,141.83700000,213.1565508,4.0594175
"HAT-P-27 b","HAT-P-27",2,11.43000000,0.62000000,,199.17300000,222.7673221,5.9473626
"HAT-P-28 b","HAT-P-28",1,13.58500000,0.62600000,"G3",401.31900000,13.0009159,34.7284020
"HAT-P-29 b","HAT-P-29",2,13.11453000,0.88000000,,313.57600000,33.1310921,51.7787754
"HAT-P-2 b","HAT-P-2",1,,8.62000000,"F8",127.77400000,245.1514324,41.0479601
"HAT-P-30 b","HAT-P-30",2,16.14096000,0.83000000,,213.98500000,123.9498431,5.8368669
"HAT-P-31 b","HAT-P-31",1,12.21781000,2.27000000,,344.05000000,271.5376722,26.4266061
"HAT-P-32 b","HAT-P-32",2,22.19382000,0.68000000,,289.20500000,31.0427614,46.6878512
"HAT-P-33 b","HAT-P-33",2,20.73665000,0.92000000,,396.11000000,113.1842383,33.8350214
"HAT-P-34 b","HAT-P-34",1,13.41717300,3.33000000,,249.32500000,303.1954355,18.1047776
"Kepler-1735 b","Kepler-1735",1,1.19429134,,,245.30300000,281.0503476,47.1882005
"HAT-P-35 b","HAT-P-35",3,14.93038800,1.05600000,,506.96500000,123.2507030,4.7870288
"HAT-P-36 b","HAT-P-36",1,14.31389300,1.84820000,,294.41900000,188.2662048,44.9153672
"HAT-P-37 b","HAT-P-37",1,13.20400000,1.16900000,,390.59400000,284.2960393,51.2691212
"HAT-P-3 b","HAT-P-3",2,10.53646000,0.65000000,,134.55400000,206.0940142,48.0285650
"HAT-P-4 b","HAT-P-4",2,14.28000000,0.67100000,,320.45100000,229.9912200,36.2295450
"HAT-P-5 b","HAT-P-5",1,13.56289000,0.98000000,,303.33600000,274.4055335,36.6214617
"HAT-P-6 b","HAT-P-6",1,16.58932000,1.32000000,,275.35800000,354.7740917,42.4659866
"HAT-P-8 b","HAT-P-8",3,15.69260000,1.28000000,,211.55300000,343.0414932,35.4471778
"HAT-P-9 b","HAT-P-9",1,15.61413700,0.74900000,,455.20300000,110.1685157,37.1405946
